23,47,9,24
9,30,5,17
6,9,7,29
40,41,7,21
16,14,6,26
37,27,10,14
15,11,6,26
42,8,6,13
1,49,4,14
35,5,5,24
34,31,3,21
20,32,5,28
8,20,9,22
11,34,7,19
14,24,9,15
16,8,2,27
37,42,6,25
2,20,8,22
25,26,4,24
22,29,5,26
13,43,7,27
2,24,8,20
12,26,10,29
44,24,7,19
50,22,8,27
28,34,3,13
22,50,9,25
12,30,5,11
15,25,4,30
24,34,6,15
16,20,9,29
13,46,2,22
4,44,2,20
38,36,6,14
7,19,8,10
25,3,4,25
42,23,6,14
36,16,9,15
42,46,9,11
46,37,2,10
11,15,8,17
2,3,2,22
37,11,9,21
18,40,5,10
14,31,2,29
50,47,7,11
50,37,2,23
1,2,7,15
10,30,3,22
26,29,6,15
