23,46,47,0,0,0,0,0,0
23,11,12,47,0,0,0,0,0
23,46,49,47,0,0,0,0,0
9,11,23,27,28,29,30,0,0
9,15,22,24,31,35,30,0,0
9,15,22,26,28,29,30,0,0
6,5,3,9,0,0,0,0,0
6,13,5,3,9,0,0,0,0
6,5,12,11,9,0,0,0,0
40,41,0,0,0,0,0,0,0
40,42,41,0,0,0,0,0,0
40,43,42,41,0,0,0,0,0
16,14,0,0,0,0,0,0,0
16,22,15,14,0,0,0,0,0
16,23,11,15,14,0,0,0,0
37,36,34,45,27,0,0,0,0
37,40,39,45,27,0,0,0,0
37,40,43,45,27,0,0,0,0
15,11,0,0,0,0,0,0,0
15,9,11,0,0,0,0,0,0
15,9,3,11,0,0,0,0,0
42,43,44,47,12,11,9,10,8
42,43,45,27,23,16,17,18,8
42,43,45,46,23,16,17,18,8
1,2,5,13,49,0,0,0,0
1,2,5,12,47,49,0,0,0
1,2,5,13,47,49,0,0,0
35,34,45,46,47,12,5,0,0
35,34,45,46,47,13,5,0,0
35,34,45,46,49,13,5,0,0
34,35,31,0,0,0,0,0,0
34,35,32,31,0,0,0,0,0
34,36,33,35,31,0,0,0,0
20,25,32,0,0,0,0,0,0
20,21,24,31,32,0,0,0,0
20,21,24,25,32,0,0,0,0
8,18,20,0,0,0,0,0,0
8,7,18,20,0,0,0,0,0
8,18,17,19,21,20,0,0,0
11,23,27,45,34,0,0,0,0
11,23,46,45,34,0,0,0,0
11,12,47,46,45,34,0,0,0
14,16,22,24,0,0,0,0,0
14,15,22,24,0,0,0,0,0
14,16,17,19,21,24,0,0,0
16,17,18,8,0,0,0,0,0
16,14,10,8,0,0,0,0,0
16,17,18,7,8,0,0,0,0
37,40,42,0,0,0,0,0,0
37,40,41,42,0,0,0,0,0
37,40,43,42,0,0,0,0,0
2,3,9,10,8,18,20,0,0
2,5,3,9,10,8,18,20,0
2,3,9,10,8,7,18,20,0
25,24,22,26,0,0,0,0,0
25,24,28,26,0,0,0,0,0
25,24,28,27,26,0,0,0,0
22,26,28,29,0,0,0,0,0
22,24,28,29,0,0,0,0,0
22,24,31,29,0,0,0,0,0
13,47,44,43,0,0,0,0,0
13,12,47,44,43,0,0,0,0
13,47,46,45,43,0,0,0,0
2,3,9,15,22,24,0,0,0
2,3,11,15,22,24,0,0,0
2,5,3,9,15,22,24,0,0
12,11,23,26,0,0,0,0,0
12,47,46,23,26,0,0,0,0
12,11,15,22,26,0,0,0,0
44,43,45,27,28,24,0,0,0
44,43,45,34,35,31,24,0,0
44,47,46,45,27,28,24,0,0
50,9,15,22,0,0,0,0,0
50,9,11,15,22,0,0,0,0
50,9,15,14,16,22,0,0,0
28,27,45,34,0,0,0,0,0
28,29,31,35,34,0,0,0,0
28,29,30,35,34,0,0,0,0
22,15,9,50,0,0,0,0,0
22,15,11,9,50,0,0,0,0
22,16,14,15,9,50,0,0,0
12,47,46,45,34,35,30,0,0
12,11,23,27,28,29,30,0,0
12,11,23,26,28,29,30,0,0
15,22,24,25,0,0,0,0,0
15,14,16,22,24,25,0,0,0
15,22,24,21,20,25,0,0,0
24,31,35,34,0,0,0,0,0
24,28,27,45,34,0,0,0,0
24,31,32,35,34,0,0,0,0
16,17,18,20,0,0,0,0,0
16,22,24,21,20,0,0,0,0
16,17,19,21,20,0,0,0,0
13,47,46,0,0,0,0,0,0
13,49,46,0,0,0,0,0,0
13,12,47,46,0,0,0,0,0
4,1,2,5,12,47,44,0,0
4,50,9,11,12,47,44,0,0
4,1,2,5,13,47,44,0,0
38,34,36,0,0,0,0,0,0
38,34,35,33,36,0,0,0,0
38,39,40,37,36,0,0,0,0
7,18,17,19,0,0,0,0,0
7,8,18,17,19,0,0,0,0
7,18,20,21,19,0,0,0,0
25,24,22,15,9,3,0,0,0
25,24,22,15,11,3,0,0,0
25,20,18,8,10,9,3,0,0
42,43,45,27,23,0,0,0,0
42,43,45,46,23,0,0,0,0
42,40,39,45,27,23,0,0,0
36,34,45,27,23,16,0,0,0
36,34,45,46,23,16,0,0,0
36,33,35,31,24,22,16,0,0
42,43,45,46,0,0,0,0,0
42,40,39,45,46,0,0,0,0
42,43,44,47,46,0,0,0,0
46,45,34,36,37,0,0,0,0
46,45,39,40,37,0,0,0,0
46,45,43,40,37,0,0,0,0
11,15,0,0,0,0,0,0,0
11,9,15,0,0,0,0,0,0
11,3,9,15,0,0,0,0,0
2,3,0,0,0,0,0,0,0
2,5,3,0,0,0,0,0,0
2,5,12,11,3,0,0,0,0
37,40,43,44,47,12,11,0,0
37,36,34,45,27,23,11,0,0
37,36,34,45,46,23,11,0,0
18,17,16,23,27,45,39,40,0
18,17,16,23,27,45,43,40,0
18,17,16,23,46,45,39,40,0
14,16,22,24,31,0,0,0,0
14,15,22,24,31,0,0,0,0
14,16,22,26,28,29,31,0,0
50,9,11,12,47,0,0,0,0
50,9,3,5,12,47,0,0,0
50,9,3,11,12,47,0,0,0
50,9,11,12,47,44,43,40,37
50,9,11,23,27,45,34,36,37
50,9,11,23,46,45,34,36,37
1,2,0,0,0,0,0,0,0
1,4,50,9,3,2,0,0,0
1,4,50,9,3,5,2,0,0
10,14,16,22,24,31,35,30,0
10,14,16,22,26,28,29,30,0
10,14,15,22,24,31,35,30,0
26,28,29,0,0,0,0,0,0
26,27,28,29,0,0,0,0,0
26,23,27,28,29,0,0,0,0
