1,5,7,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,7,10,13,16,19,23,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,7,10,13,16,19,23,25,29,31,34,37,40,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,7,10,15,16,19,22,25,28,31,34,37,40,44,48,49,52,56,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,7,10,13,16,19,22,25,28,31,34,38,40,45,48,49,52,55,58,62,64,67,70,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,7,10,15,17,19,23,25,30,33,34,38,42,45,48,49,52,56,58,61,64,68,70,75,78,81,82,85,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,7,10,15,17,19,24,25,30,31,34,37,42,43,46,49,54,56,58,61,64,68,70,75,77,81,84,85,88,93,95,97,102,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,9,10,15,17,19,23,25,30,31,34,38,42,43,48,49,53,57,58,61,64,68,70,75,77,81,84,85,88,93,95,99,102,103,108,111,112,115,120,0,0,0,0,0,0,0,0,0,0
3,4,9,10,15,17,19,22,25,30,33,34,37,40,45,48,49,54,57,58,63,66,68,70,73,77,79,82,86,90,93,95,99,100,103,108,111,114,117,119,121,124,127,131,135,0,0,0,0,0
3,6,7,10,15,17,19,22,25,29,33,34,37,42,45,48,49,52,57,60,61,65,68,70,73,76,81,83,85,90,93,95,99,100,103,108,110,114,115,119,122,124,128,130,135,136,139,142,146,148
