10,12,0,0,0,0
10,24,12,0,0,0
10,29,12,0,0,0
22,33,0,0,0,0
22,7,33,0,0,0
22,35,33,0,0,0
16,18,22,7,5,0
16,3,18,22,7,5
16,28,4,2,7,5
5,7,22,18,3,0
5,7,2,4,18,3
5,7,2,22,18,3
25,7,10,24,20,0
25,33,29,9,20,0
25,5,29,9,20,0
25,7,10,24,20,0
25,33,29,9,20,0
25,5,29,9,20,0
5,7,22,18,3,0
5,7,2,4,18,3
5,7,2,22,18,3
16,18,22,7,5,0
16,3,18,22,7,5
16,28,4,2,7,5
7,10,8,0,0,0
7,2,10,8,0,0
7,2,15,8,0,0
5,7,22,18,0,0
5,7,2,4,18,0
5,7,2,22,18,0
5,7,22,18,0,0
5,7,2,4,18,0
5,7,2,22,18,0
7,10,8,0,0,0
7,2,10,8,0,0
7,2,15,8,0,0
16,18,22,7,5,0
16,3,18,22,7,5
16,28,4,2,7,5
3,13,0,0,0,0
3,34,13,0,0,0
3,34,17,13,0,0
30,27,18,26,15,0
30,33,7,2,15,0
30,27,18,4,15,0
30,27,18,26,15,0
30,33,7,2,15,0
30,27,18,4,15,0
3,13,0,0,0,0
3,34,13,0,0,0
3,34,17,13,0,0
16,18,22,7,5,0
16,3,18,22,7,5
16,28,4,2,7,5
20,24,10,7,25,0
20,9,29,33,25,0
20,9,29,5,25,0
2,10,8,0,0,0
2,15,8,0,0,0
2,15,10,8,0,0
2,10,8,0,0,0
2,15,8,0,0,0
2,15,10,8,0,0
20,24,10,7,25,0
20,9,29,33,25,0
20,9,29,5,25,0
16,18,22,7,5,0
16,3,18,22,7,5
16,28,4,2,7,5
1,33,7,2,15,0
1,33,29,10,15,0
1,33,22,2,15,0
9,29,10,15,26,6
9,20,24,32,26,6
9,12,10,15,26,6
9,29,10,15,26,6
9,20,24,32,26,6
9,12,10,15,26,6
1,33,7,2,15,0
1,33,29,10,15,0
1,33,22,2,15,0
16,18,22,7,5,0
16,3,18,22,7,5
16,28,4,2,7,5
29,33,30,0,0,0
29,33,31,30,0,0
29,33,35,30,0,0
3,18,27,30,0,0
3,18,22,33,30,0
3,34,17,27,30,0
3,18,27,30,0,0
3,18,22,33,30,0
3,34,17,27,30,0
29,33,30,0,0,0
29,33,31,30,0,0
29,33,35,30,0,0
16,18,22,7,5,0
16,3,18,22,7,5
16,28,4,2,7,5
23,29,33,30,0,0
23,29,33,31,30,0
23,9,29,33,30,0
2,7,0,0,0,0
2,22,7,0,0,0
2,10,7,0,0,0
2,7,0,0,0,0
2,22,7,0,0,0
2,10,7,0,0,0
23,29,33,30,0,0
23,29,33,31,30,0
23,9,29,33,30,0
16,18,22,7,5,0
16,3,18,22,7,5
16,28,4,2,7,5
34,17,22,33,29,23
34,17,35,33,29,23
34,17,22,7,29,23
29,33,22,17,13,0
29,33,35,17,13,0
29,7,22,17,13,0
29,33,22,17,13,0
29,33,35,17,13,0
29,7,22,17,13,0
34,17,22,33,29,23
34,17,35,33,29,23
34,17,22,7,29,23
16,18,22,7,5,0
16,3,18,22,7,5
16,28,4,2,7,5
29,10,0,0,0,0
29,2,10,0,0,0
29,12,10,0,0,0
3,18,22,33,1,0
3,18,27,30,33,1
3,18,22,7,33,1
3,18,22,33,1,0
3,18,27,30,33,1
3,18,22,7,33,1
29,10,0,0,0,0
29,2,10,0,0,0
29,12,10,0,0,0
16,18,22,7,5,0
16,3,18,22,7,5
16,28,4,2,7,5
31,33,29,5,0,0
31,33,7,5,0,0
31,33,25,5,0,0
11,16,18,22,33,29
11,16,28,4,2,29
11,34,17,22,33,29
