17,22,33,29,9,0
17,35,33,29,9,0
17,22,7,29,9,0
22,18,28,0,0,0
22,18,16,28,0,0
22,18,4,28,0,0
27,30,33,0,0,0
27,35,33,0,0,0
27,30,31,33,0,0
15,26,18,0,0,0
15,4,18,0,0,0
15,2,4,18,0,0
2,29,9,14,0,0
2,29,23,14,0,0
2,10,29,9,14,0
2,29,9,14,0,0
2,29,23,14,0,0
2,10,29,9,14,0
15,26,18,0,0,0
15,4,18,0,0,0
15,2,4,18,0,0
27,30,33,0,0,0
27,35,33,0,0,0
27,30,31,33,0,0
7,29,23,0,0,0
7,5,19,23,0,0
7,33,29,23,0,0
17,22,33,0,0,0
17,35,33,0,0,0
17,27,30,33,0,0
17,22,33,0,0,0
17,35,33,0,0,0
17,27,30,33,0,0
7,29,23,0,0,0
7,5,19,23,0,0
7,33,29,23,0,0
27,30,33,0,0,0
27,35,33,0,0,0
27,30,31,33,0,0
27,18,3,0,0,0
27,17,34,3,0,0
27,18,16,3,0,0
18,4,2,0,0,0
18,22,2,0,0,0
18,26,15,2,0,0
18,4,2,0,0,0
18,22,2,0,0,0
18,26,15,2,0,0
27,18,3,0,0,0
27,17,34,3,0,0
27,18,16,3,0,0
27,30,33,0,0,0
27,35,33,0,0,0
27,30,31,33,0,0
28,18,27,0,0,0
28,16,18,27,0,0
28,4,18,27,0,0
15,2,7,0,0,0
15,10,7,0,0,0
15,4,2,7,0,0
15,2,7,0,0,0
15,10,7,0,0,0
15,4,2,7,0,0
28,18,27,0,0,0
28,16,18,27,0,0
28,4,18,27,0,0
27,30,33,0,0,0
27,35,33,0,0,0
27,30,31,33,0,0
22,18,16,0,0,0
22,18,3,16,0,0
22,18,28,16,0,0
5,7,2,15,26,6
5,29,10,15,26,6
5,7,22,18,26,6
5,7,2,15,26,6
5,29,10,15,26,6
5,7,22,18,26,6
22,18,16,0,0,0
22,18,3,16,0,0
22,18,28,16,0,0
27,30,33,0,0,0
27,35,33,0,0,0
27,30,31,33,0,0
31,33,29,9,0,0
31,30,33,29,9,0
31,33,29,23,9,0
8,15,26,18,27,0
8,32,26,18,27,0
8,15,4,18,27,0
8,15,26,18,27,0
8,32,26,18,27,0
8,15,4,18,27,0
31,33,29,9,0,0
31,30,33,29,9,0
31,33,29,23,9,0
27,30,33,0,0,0
27,35,33,0,0,0
27,30,31,33,0,0
19,5,7,22,18,3
19,29,33,22,18,3
19,29,7,22,18,3
28,4,2,10,12,0
28,4,15,10,12,0
28,4,2,29,12,0
28,4,2,10,12,0
28,4,15,10,12,0
28,4,2,29,12,0
19,5,7,22,18,3
19,29,33,22,18,3
19,29,7,22,18,3
27,30,33,0,0,0
27,35,33,0,0,0
27,30,31,33,0,0
6,26,4,0,0,0
6,28,4,0,0,0
6,26,15,4,0,0
32,26,18,3,0,0
32,26,4,18,3,0
32,26,18,16,3,0
32,26,18,3,0,0
32,26,4,18,3,0
32,26,18,16,3,0
6,26,4,0,0,0
6,28,4,0,0,0
6,26,15,4,0,0
27,30,33,0,0,0
27,35,33,0,0,0
27,30,31,33,0,0
7,22,18,27,0,0
7,33,30,27,0,0
7,22,17,27,0,0
1,33,29,10,0,0
1,33,7,10,0,0
1,25,7,10,0,0
1,33,29,10,0,0
1,33,7,10,0,0
1,25,7,10,0,0
7,22,18,27,0,0
7,33,30,27,0,0
7,22,17,27,0,0
27,30,33,0,0,0
27,35,33,0,0,0
27,30,31,33,0,0
7,29,9,14,0,0
7,29,23,14,0,0
7,33,29,9,14,0
27,18,4,0,0,0
27,18,26,4,0,0
27,18,28,4,0,0
