32,13,6,79
1,20,8,75
12,14,6,74
8,17,6,82
9,7,7,76
9,7,8,87
8,17,5,77
12,14,6,72
34,29,7,78
15,1,9,79
15,1,8,83
34,29,7,80
12,14,6,80
8,31,5,76
20,34,5,71
20,34,5,78
8,31,10,83
12,14,5,77
21,14,9,80
23,9,5,78
23,9,6,81
21,14,8,82
12,14,9,78
17,20,7,73
11,22,5,83
11,22,9,77
17,20,7,78
12,14,8,76
33,18,9,76
5,24,10,80
5,24,6,77
33,18,10,87
12,14,6,80
17,18,8,79
8,17,6,87
8,17,7,79
17,18,8,81
12,14,5,73
10,6,5,82
1,8,5,80
1,8,9,76
10,6,6,86
12,14,9,78
30,10,9,80
29,33,9,87
29,33,7,76
30,10,8,74
12,14,8,84
14,9,8,75
28,32,7,85
