17,9,1.764,12
22,28,0,12
27,33,2.016,11
15,18,0,12
2,14,1.008,13
2,14,1.26,14
15,18,2.016,14
27,33,0.252,11
7,23,1.764,14
17,33,2.268,10
17,33,1.26,13
7,23,2.016,13
27,33,1.008,15
27,3,2.016,10
18,2,2.268,11
18,2,2.268,12
27,3,0.252,11
27,33,0,15
28,27,2.016,14
15,7,1.008,12
15,7,1.008,15
28,27,0.252,12
27,33,0.756,11
22,16,0.504,15
5,6,1.008,11
5,6,0.252,14
22,16,0,15
27,33,0,12
31,9,1.764,14
8,27,1.764,11
8,27,2.268,13
31,9,2.268,13
27,33,0.756,12
19,3,0.504,12
28,12,1.26,15
28,12,1.008,11
19,3,1.008,14
27,33,2.268,11
6,4,1.008,13
32,3,0.504,11
32,3,1.008,13
6,4,0,14
27,33,1.764,15
7,27,2.268,10
1,10,1.512,11
1,10,0.252,13
7,27,2.016,10
27,33,1.008,14
7,14,1.512,10
27,4,2.016,11
