13,1,5,80
17,16,7,87
9,14,8,87
27,19,5,83
31,7,5,72
31,7,10,75
27,19,5,77
9,14,6,78
23,31,8,86
11,25,6,76
11,25,8,75
23,31,5,88
9,14,8,81
23,6,9,82
20,21,5,73
20,21,6,78
23,6,6,76
9,14,5,78
21,30,7,77
18,30,10,81
18,30,5,74
21,30,7,81
9,14,6,74
26,12,8,75
29,5,9,79
29,5,8,75
26,12,5,82
9,14,7,80
2,6,7,81
33,6,5,72
33,6,5,79
2,6,5,71
9,14,7,81
26,1,9,82
16,11,6,80
16,11,10,79
26,1,8,83
9,14,6,74
16,8,6,77
8,3,7,77
8,3,5,77
16,8,9,83
9,14,5,82
3,12,9,78
6,13,6,77
6,13,5,83
3,12,7,75
9,14,10,80
32,12,6,75
28,16,8,78
