13,17,22,33,1,0,0
13,17,35,33,1,0,0
13,17,27,30,33,1,0
17,34,3,16,0,0,0
17,27,18,16,0,0,0
17,13,3,16,0,0,0
9,14,0,0,0,0,0
9,23,14,0,0,0,0
9,12,23,14,0,0,0
27,30,33,29,19,0,0
27,35,33,29,19,0,0
27,18,22,7,5,19,0
31,33,7,0,0,0,0
31,30,33,7,0,0,0
31,33,22,7,0,0,0
31,33,7,0,0,0,0
31,30,33,7,0,0,0
31,33,22,7,0,0,0
27,30,33,29,19,0,0
27,35,33,29,19,0,0
27,18,22,7,5,19,0
9,14,0,0,0,0,0
9,23,14,0,0,0,0
9,12,23,14,0,0,0
23,29,33,31,0,0,0
23,29,33,30,31,0,0
23,9,29,33,31,0,0
11,16,18,22,7,25,0
11,34,17,22,7,25,0
11,16,18,22,33,25,0
11,16,18,22,7,25,0
11,34,17,22,7,25,0
11,16,18,22,33,25,0
23,29,33,31,0,0,0
23,29,33,30,31,0,0
23,9,29,33,31,0,0
9,14,0,0,0,0,0
9,23,14,0,0,0,0
9,12,23,14,0,0,0
23,29,10,15,26,6,0
23,12,10,15,26,6,0
23,12,24,32,26,6,0
20,9,29,33,31,21,0
20,9,29,33,30,21,0
20,24,32,26,18,27,21
20,9,29,33,31,21,0
20,9,29,33,30,21,0
20,24,32,26,18,27,21
23,29,10,15,26,6,0
23,12,10,15,26,6,0
23,12,24,32,26,6,0
9,14,0,0,0,0,0
9,23,14,0,0,0,0
9,12,23,14,0,0,0
21,30,0,0,0,0,0
21,27,30,0,0,0,0
21,31,30,0,0,0,0
18,27,30,0,0,0,0
18,22,33,30,0,0,0
18,22,35,30,0,0,0
18,27,30,0,0,0,0
18,22,33,30,0,0,0
18,22,35,30,0,0,0
21,30,0,0,0,0,0
21,27,30,0,0,0,0
21,31,30,0,0,0,0
9,14,0,0,0,0,0
9,23,14,0,0,0,0
9,12,23,14,0,0,0
26,15,10,12,0,0,0
26,32,24,12,0,0,0
26,15,10,24,12,0,0
29,5,0,0,0,0,0
29,19,5,0,0,0,0
29,7,5,0,0,0,0
29,5,0,0,0,0,0
29,19,5,0,0,0,0
29,7,5,0,0,0,0
26,15,10,12,0,0,0
26,32,24,12,0,0,0
26,15,10,24,12,0,0
9,14,0,0,0,0,0
9,23,14,0,0,0,0
9,12,23,14,0,0,0
2,15,26,6,0,0,0
2,4,26,6,0,0,0
2,4,28,6,0,0,0
33,22,18,26,6,0,0
33,22,18,28,6,0,0
33,30,27,18,26,6,0
33,22,18,26,6,0,0
33,22,18,28,6,0,0
33,30,27,18,26,6,0
2,15,26,6,0,0,0
2,4,26,6,0,0,0
2,4,28,6,0,0,0
9,14,0,0,0,0,0
9,23,14,0,0,0,0
9,12,23,14,0,0,0
26,18,22,33,1,0,0
26,18,27,30,33,1,0
26,15,2,7,33,1,0
16,11,0,0,0,0,0
16,3,34,11,0,0,0
16,3,13,34,11,0,0
16,11,0,0,0,0,0
16,3,34,11,0,0,0
16,3,13,34,11,0,0
26,18,22,33,1,0,0
26,18,27,30,33,1,0
26,15,2,7,33,1,0
9,14,0,0,0,0,0
9,23,14,0,0,0,0
9,12,23,14,0,0,0
16,18,26,15,8,0,0
16,28,4,15,8,0,0
16,18,26,32,8,0,0
8,15,26,18,3,0,0
8,32,26,18,3,0,0
8,15,4,18,3,0,0
8,15,26,18,3,0,0
8,32,26,18,3,0,0
8,15,4,18,3,0,0
16,18,26,15,8,0,0
16,28,4,15,8,0,0
16,18,26,32,8,0,0
9,14,0,0,0,0,0
9,23,14,0,0,0,0
9,12,23,14,0,0,0
3,18,26,15,10,12,0
3,18,26,32,24,12,0
3,18,4,2,10,12,0
6,28,16,3,13,0,0
6,26,18,3,13,0,0
6,28,18,3,13,0,0
6,28,16,3,13,0,0
6,26,18,3,13,0,0
6,28,18,3,13,0,0
3,18,26,15,10,12,0
3,18,26,32,24,12,0
3,18,4,2,10,12,0
9,14,0,0,0,0,0
9,23,14,0,0,0,0
9,12,23,14,0,0,0
32,24,12,0,0,0,0
32,8,24,12,0,0,0
32,24,10,12,0,0,0
28,16,0,0,0,0,0
28,18,16,0,0,0,0
28,18,3,16,0,0,0
