12,16,9,83
34,12,9,78
3,20,9,85
15,4,6,78
22,30,6,77
22,30,7,78
15,4,6,79
3,20,5,77
10,24,8,88
26,13,8,88
26,13,9,88
10,24,6,83
3,20,5,79
26,17,8,79
33,9,5,81
33,9,7,77
26,17,6,81
3,20,5,86
26,5,6,75
11,29,5,79
11,29,10,79
26,5,5,79
3,20,9,78
1,29,8,75
32,1,6,87
32,1,7,77
1,29,8,83
3,20,5,76
5,10,8,84
3,5,6,79
3,5,6,75
5,10,8,74
3,20,5,80
19,6,6,80
22,7,10,81
22,7,8,74
19,6,9,83
3,20,7,82
28,26,8,80
11,10,6,78
11,10,5,78
28,26,5,82
3,20,6,83
1,22,10,79
28,15,5,79
28,15,5,82
1,22,6,74
3,20,5,76
22,6,8,80
30,15,5,81
