12,10,2,4,28,16,0
12,10,15,26,18,16,0
12,24,32,26,18,16,0
34,17,22,2,10,12,0
34,17,22,7,10,12,0
34,17,22,33,29,12,0
3,18,26,32,24,20,0
3,18,26,15,10,24,20
3,18,4,2,10,24,20
15,4,0,0,0,0,0
15,2,4,0,0,0,0
15,26,4,0,0,0,0
22,33,30,0,0,0,0
22,35,30,0,0,0,0
22,18,27,30,0,0,0
22,33,30,0,0,0,0
22,35,30,0,0,0,0
22,18,27,30,0,0,0
15,4,0,0,0,0,0
15,2,4,0,0,0,0
15,26,4,0,0,0,0
3,18,26,32,24,20,0
3,18,26,15,10,24,20
3,18,4,2,10,24,20
10,24,0,0,0,0,0
10,8,24,0,0,0,0
10,12,24,0,0,0,0
26,18,3,13,0,0,0
26,18,27,17,13,0,0
26,18,22,17,13,0,0
26,18,3,13,0,0,0
26,18,27,17,13,0,0
26,18,22,17,13,0,0
10,24,0,0,0,0,0
10,8,24,0,0,0,0
10,12,24,0,0,0,0
3,18,26,32,24,20,0
3,18,26,15,10,24,20
3,18,4,2,10,24,20
26,18,27,17,0,0,0
26,18,22,17,0,0,0
26,4,18,27,17,0,0
33,29,9,0,0,0,0
33,29,23,9,0,0,0
33,7,29,9,0,0,0
33,29,9,0,0,0,0
33,29,23,9,0,0,0
33,7,29,9,0,0,0
26,18,27,17,0,0,0
26,18,22,17,0,0,0
26,4,18,27,17,0,0
3,18,26,32,24,20,0
3,18,26,15,10,24,20
3,18,4,2,10,24,20
26,15,2,7,5,0,0
26,15,10,29,5,0,0
26,18,22,7,5,0,0
11,16,18,22,33,29,0
11,16,28,4,2,29,0
11,34,17,22,33,29,0
11,16,18,22,33,29,0
11,16,28,4,2,29,0
11,34,17,22,33,29,0
26,15,2,7,5,0,0
26,15,10,29,5,0,0
26,18,22,7,5,0,0
3,18,26,32,24,20,0
3,18,26,15,10,24,20
3,18,4,2,10,24,20
1,33,29,0,0,0,0
1,31,33,29,0,0,0
1,33,7,29,0,0,0
32,26,18,22,33,1,0
32,24,10,29,33,1,0
32,8,10,29,33,1,0
32,26,18,22,33,1,0
32,24,10,29,33,1,0
32,8,10,29,33,1,0
1,33,29,0,0,0,0
1,31,33,29,0,0,0
1,33,7,29,0,0,0
3,18,26,32,24,20,0
3,18,26,15,10,24,20
3,18,4,2,10,24,20
5,29,10,0,0,0,0
5,7,10,0,0,0,0
5,19,29,10,0,0,0
3,18,22,7,5,0,0
3,18,4,2,7,5,0
3,18,22,2,7,5,0
3,18,22,7,5,0,0
3,18,4,2,7,5,0
3,18,22,2,7,5,0
5,29,10,0,0,0,0
5,7,10,0,0,0,0
5,19,29,10,0,0,0
3,18,26,32,24,20,0
3,18,26,15,10,24,20
3,18,4,2,10,24,20
19,29,10,15,26,6,0
19,29,2,15,26,6,0
19,29,2,4,26,6,0
22,7,0,0,0,0,0
22,2,7,0,0,0,0
22,33,7,0,0,0,0
22,7,0,0,0,0,0
22,2,7,0,0,0,0
22,33,7,0,0,0,0
19,29,10,15,26,6,0
19,29,2,15,26,6,0
19,29,2,4,26,6,0
3,18,26,32,24,20,0
3,18,26,15,10,24,20
3,18,4,2,10,24,20
28,18,26,0,0,0,0
28,4,26,0,0,0,0
28,6,26,0,0,0,0
11,16,28,4,2,10,0
11,16,18,26,15,10,0
11,16,28,4,15,10,0
11,16,28,4,2,10,0
11,16,18,26,15,10,0
11,16,28,4,15,10,0
28,18,26,0,0,0,0
28,4,26,0,0,0,0
28,6,26,0,0,0,0
3,18,26,32,24,20,0
3,18,26,15,10,24,20
3,18,4,2,10,24,20
1,33,22,0,0,0,0
1,33,7,22,0,0,0
1,31,33,22,0,0,0
28,4,15,0,0,0,0
28,4,2,15,0,0,0
28,18,26,15,0,0,0
28,4,15,0,0,0,0
28,4,2,15,0,0,0
28,18,26,15,0,0,0
1,33,22,0,0,0,0
1,33,7,22,0,0,0
1,31,33,22,0,0,0
3,18,26,32,24,20,0
3,18,26,15,10,24,20
3,18,4,2,10,24,20
22,18,26,6,0,0,0
22,18,28,6,0,0,0
22,2,15,26,6,0,0
30,27,18,26,15,0,0
30,33,7,2,15,0,0
30,27,18,4,15,0,0
