24.78686063,0.09406969,0.46317834,14.48171004,0.44043011
24.91621786,0.87357517,0.48654667,13.96629736,0.65352783
24.15471076,0.49351551,2.16664246,14.70371965,0.19509912
23.55485182,0.40152412,2.1479024,13.88159933,0.96504811
24.22836024,0.17202891,1.40608374,13.91933808,1.6108044
24.53230851,0.53284035,1.34054783,13.51892477,1.60524244
24.41197776,0.61891271,0.31416268,13.43450967,2.36046973
24.02298647,2.34848774,1.90992265,13.6719527,3.87100354
24.85803321,2.19211115,2.74462648,14.29542472,3.2253559
24.82177984,0.8930967,2.57998381,13.90480592,2.16565796
23.58724864,0.87046511,1.3111558,14.31923784,1.08591762
24.05040181,1.54312065,3.14115741,14.22753434,1.53394062
24.24448911,0.15196162,3.74634415,14.99102558,1.5700351
23.8573825,0.93047795,3.94075144,13.26881111,2.50472701
22.25072814,1.9548031,5.22292304,13.78105481,2.8316625
21.69206162,1.35026142,4.98874823,12.87774942,3.10230253
22.27225908,2.51598008,2.27643836,13.68145713,3.12853136
23.83597505,1.73317194,3.72816447,14.96376109,2.98025995
24.46689049,1.54221439,3.26758176,14.94784481,1.57259861
24.07746224,1.21292553,4.30614911,14.04799993,2.25704539
23.31033763,0.99160326,4.11143649,14.11149673,1.57624847
23.37202687,2.27438496,4.77570425,13.90633151,1.02479749
24.13459394,3.04101754,3.36022408,13.40254076,1.74225987
24.94957809,3.21278942,3.54430235,13.85567487,2.1684826
23.72627343,1.67712493,5.62271978,14.17404289,2.50843941
24.74920919,0.50828834,7.26711565,13.52101112,2.29206073
23.93922171,0.4162597,6.64090034,13.59483732,2.23025964
24.81533371,1.79518635,5.70525405,13.37119534,2.72798084
23.81874538,2.99339066,4.25353191,13.09788136,3.38433016
23.14387808,4.20810789,2.39268158,12.58640624,2.48748581
22.64260914,6.07681314,2.79366423,12.79697686,3.25531635
24.24104661,5.46490313,3.74656855,12.68072167,3.36817314
24.68972167,3.95003595,1.73643062,12.60631853,4.55828617
24.62284826,3.06590263,2.30731056,13.43784714,4.03690367
24.89893096,3.11737729,3.30543213,13.52028505,4.38855391
24.95878441,2.4239933,2.45167459,13.23386547,4.75465751
24.74722321,2.48261058,3.04392103,14.35650172,5.57059984
24.35278161,3.03131332,2.77722711,14.59465622,5.59439857
23.11735088,4.57628684,3.72348201,14.47417065,4.76802773
23.61760397,2.16293708,3.14950593,13.88410869,4.46786625
22.94119336,2.58716535,4.12183718,14.86193005,5.00484365
23.92649653,2.80677262,3.84726895,14.94943745,4.32861541
24.5560717,3.1026357,4.79254403,14.26525281,4.3590836
24.66109501,2.98229919,3.64739364,14.50199644,4.53891955
24.94836443,2.4759761,4.64323937,14.19130375,3.7297332
