16,11,0,0,0,0,0
16,3,34,11,0,0,0
16,3,13,34,11,0,0
31,30,27,18,26,32,0
31,33,22,18,26,32,0
31,21,27,18,26,32,0
28,18,0,0,0,0,0
28,16,18,0,0,0,0
28,4,18,0,0,0,0
1,33,7,0,0,0,0
1,25,7,0,0,0,0
1,33,22,7,0,0,0
24,10,29,19,0,0,0
24,12,23,19,0,0,0
24,12,29,19,0,0,0
24,10,29,19,0,0,0
24,12,23,19,0,0,0
24,12,29,19,0,0,0
1,33,7,0,0,0,0
1,25,7,0,0,0,0
1,33,22,7,0,0,0
28,18,0,0,0,0,0
28,16,18,0,0,0,0
28,4,18,0,0,0,0
22,18,27,21,0,0,0
22,17,27,21,0,0,0
22,33,31,21,0,0,0
27,18,26,32,24,20,0
27,30,33,29,9,20,0
27,18,26,15,10,24,20
27,18,26,32,24,20,0
27,30,33,29,9,20,0
27,18,26,15,10,24,20
22,18,27,21,0,0,0
22,17,27,21,0,0,0
22,33,31,21,0,0,0
28,18,0,0,0,0,0
28,16,18,0,0,0,0
28,4,18,0,0,0,0
18,26,15,10,12,0,0
18,26,32,24,12,0,0
18,4,2,10,12,0,0
34,3,18,26,15,0,0
34,17,22,2,15,0,0
34,3,18,4,15,0,0
34,3,18,26,15,0,0
34,17,22,2,15,0,0
34,3,18,4,15,0,0
18,26,15,10,12,0,0
18,26,32,24,12,0,0
18,4,2,10,12,0,0
28,18,0,0,0,0,0
28,16,18,0,0,0,0
28,4,18,0,0,0,0
2,15,26,32,0,0,0
2,4,26,32,0,0,0
2,10,24,32,0,0,0
34,17,22,33,29,0,0
34,17,35,33,29,0,0
34,17,22,7,29,0,0
34,17,22,33,29,0,0
34,17,35,33,29,0,0
34,17,22,7,29,0,0
2,15,26,32,0,0,0
2,4,26,32,0,0,0
2,10,24,32,0,0,0
28,18,0,0,0,0,0
28,16,18,0,0,0,0
28,4,18,0,0,0,0
7,22,18,16,11,0,0
7,22,17,34,11,0,0
7,22,18,3,16,11,0
14,9,29,7,0,0,0
14,23,29,7,0,0,0
14,9,29,33,7,0,0
14,9,29,7,0,0,0
14,23,29,7,0,0,0
14,9,29,33,7,0,0
7,22,18,16,11,0,0
7,22,17,34,11,0,0
7,22,18,3,16,11,0
28,18,0,0,0,0,0
28,16,18,0,0,0,0
28,4,18,0,0,0,0
17,34,0,0,0,0,0
17,13,34,0,0,0,0
17,13,3,34,0,0,0
15,2,7,0,0,0,0
15,10,7,0,0,0,0
15,4,2,7,0,0,0
15,2,7,0,0,0,0
15,10,7,0,0,0,0
15,4,2,7,0,0,0
17,34,0,0,0,0,0
17,13,34,0,0,0,0
17,13,3,34,0,0,0
28,18,0,0,0,0,0
28,16,18,0,0,0,0
28,4,18,0,0,0,0
15,26,32,0,0,0,0
15,8,32,0,0,0,0
15,4,26,32,0,0,0
9,23,0,0,0,0,0
9,14,23,0,0,0,0
9,12,23,0,0,0,0
9,23,0,0,0,0,0
9,14,23,0,0,0,0
9,12,23,0,0,0,0
15,26,32,0,0,0,0
15,8,32,0,0,0,0
15,4,26,32,0,0,0
28,18,0,0,0,0,0
28,16,18,0,0,0,0
28,4,18,0,0,0,0
32,26,18,0,0,0,0
32,26,4,18,0,0,0
32,26,15,4,18,0,0
9,20,24,32,0,0,0
9,12,24,32,0,0,0
9,29,10,24,32,0,0
9,20,24,32,0,0,0
9,12,24,32,0,0,0
9,29,10,24,32,0,0
32,26,18,0,0,0,0
32,26,4,18,0,0,0
32,26,15,4,18,0,0
28,18,0,0,0,0,0
28,16,18,0,0,0,0
28,4,18,0,0,0,0
9,29,5,0,0,0,0
9,29,19,5,0,0,0
9,23,19,5,0,0,0
1,33,22,0,0,0,0
1,33,7,22,0,0,0
1,31,33,22,0,0,0
1,33,22,0,0,0,0
1,33,7,22,0,0,0
1,31,33,22,0,0,0
9,29,5,0,0,0,0
9,29,19,5,0,0,0
9,23,19,5,0,0,0
28,18,0,0,0,0,0
28,16,18,0,0,0,0
28,4,18,0,0,0,0
13,34,0,0,0,0,0
13,17,34,0,0,0,0
13,3,34,0,0,0,0
16,18,26,32,24,20,0
16,3,18,26,32,24,20
16,28,4,2,10,24,20
