16,11,7,83
31,32,6,79
28,18,5,77
1,7,7,72
24,19,5,83
24,19,5,81
1,7,5,75
28,18,9,83
22,21,10,81
27,20,6,77
27,20,6,79
22,21,9,79
28,18,9,79
18,12,6,81
34,15,5,80
34,15,5,78
18,12,9,75
28,18,5,75
2,32,5,76
34,29,6,79
34,29,10,77
2,32,8,80
28,18,5,75
7,11,10,88
14,7,6,75
14,7,6,72
7,11,5,72
28,18,8,81
17,34,8,79
15,7,5,77
15,7,9,86
17,34,5,85
28,18,8,80
15,32,6,86
9,23,5,80
9,23,5,84
15,32,7,81
28,18,6,77
32,18,5,83
9,32,5,81
9,32,8,82
32,18,6,75
28,18,5,74
9,5,9,80
1,22,5,79
1,22,7,82
9,5,6,77
28,18,8,82
13,34,10,80
16,20,8,75
