1,4,8,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,9,12,13,18,20,23,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,7,12,13,16,20,24,27,29,31,34,38,40,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,7,11,13,18,21,23,27,28,32,36,39,42,45,47,50,53,57,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,8,11,13,18,21,24,26,29,31,34,37,42,44,48,50,52,56,60,61,64,67,71,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,8,12,13,16,20,22,25,29,31,34,37,40,45,47,51,52,55,58,61,65,69,70,75,77,80,83,85,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,7,12,15,16,19,22,25,29,31,34,38,40,45,47,51,53,55,60,61,66,67,71,74,78,81,82,87,89,93,94,99,100,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,7,12,13,18,19,22,27,29,31,34,37,40,45,47,51,53,55,58,63,64,67,71,75,77,81,84,87,89,93,94,97,100,104,108,109,114,117,118,0,0,0,0,0,0,0,0,0,0
1,6,8,10,13,16,21,23,27,28,32,36,37,41,45,47,51,53,55,58,63,64,68,72,74,78,80,83,87,89,93,94,98,100,104,108,109,114,115,120,123,126,129,130,134,0,0,0,0,0
1,6,8,10,13,16,21,23,25,29,31,34,38,42,45,47,50,52,55,59,61,64,67,71,74,78,80,83,86,89,93,94,98,100,105,107,109,113,115,118,123,126,128,130,134,136,139,144,146,150
