78,71,82,81,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,8,79,71,76,63,10,84,74,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,71,71,63,71,5,18,20,8,61,76,5,86,74,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,8,71,23,76,63,58,66,8,76,61,5,19,67,19,77,19,5,76,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,66,62,62,76,5,19,51,8,61,76,5,5,21,45,28,28,5,76,74,82,77,61,66,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,71,69,71,8,68,10,7,8,61,76,5,59,53,14,77,29,5,16,17,82,72,19,14,71,79,33,7,76,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,22,49,71,49,76,10,7,8,61,76,5,71,47,14,77,39,5,12,74,48,16,8,21,79,71,14,7,51,74,70,15,19,46,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,8,6,50.5,76,63,20.5,7,8,57.5,76,8.5,45,9,14,77,63,76,10,52,74,6,8,23,71,79,14,14,47,81,70,15,5,8,9,74,38,5,12.5,10,0,0,0,0,0,0,0,0,0,0
71,8,6,39,71,5,25,38,8,76,57.5,8.5,71,9,14,77,58,5,34,74,74,6,8,12,79,71,11,7,25,81,70,15,5,8,9,72,38,5,5,10,7,12.5,14,63,75,0,0,0,0,0
72,8,6,10.5,8,61,53.5,7,9.5,59.5,76,5,5,69,10,77,17,63,13,73,82,6,8,12,79,71,6,7,9,81,70,7,35,8,72,9,42,5,5,10,7,10.5,8,58,75,66,5,19,7,71
