7,27,3,76
9,22,3,74
8,14,5,80
13,11,3,78
31,2,6,81
31,2,4,77
13,11,6,78
8,14,4,80
27,6,4,88
32,30,3,79
32,30,5,80
27,6,4,82
8,14,5,83
21,33,5,79
2,24,3,86
2,24,4,82
21,33,4,77
8,14,3,73
25,33,4,77
7,8,4,80
7,8,3,76
25,33,4,86
8,14,4,71
15,11,3,77
34,23,4,78
34,23,4,74
15,11,3,77
8,14,4,80
29,2,5,87
14,13,5,80
14,13,4,79
29,2,3,76
8,14,4,83
18,13,4,75
26,19,4,83
26,19,4,76
18,13,4,82
8,14,3,84
33,26,3,72
22,9,4,77
22,9,3,85
33,26,5,82
8,14,6,82
4,10,4,81
18,15,4,80
18,15,5,85
4,10,5,75
8,14,3,78
26,2,4,75
20,13,4,81
