7,22,18,27,0,0,0
7,33,30,27,0,0,0
7,22,17,27,0,0,0
9,29,33,22,0,0,0
9,29,7,22,0,0,0
9,29,2,22,0,0,0
8,10,29,9,14,0,0
8,24,12,23,14,0,0
8,24,20,9,14,0,0
13,34,11,0,0,0,0
13,3,16,11,0,0,0
13,17,34,11,0,0,0
31,33,7,2,0,0,0
31,33,22,2,0,0,0
31,33,29,2,0,0,0
31,33,7,2,0,0,0
31,33,22,2,0,0,0
31,33,29,2,0,0,0
13,34,11,0,0,0,0
13,3,16,11,0,0,0
13,17,34,11,0,0,0
8,10,29,9,14,0,0
8,24,12,23,14,0,0
8,24,20,9,14,0,0
27,18,26,6,0,0,0
27,18,28,6,0,0,0
27,18,4,26,6,0,0
32,26,18,27,30,0,0
32,26,18,22,33,30,0
32,26,4,18,27,30,0
32,26,18,27,30,0,0
32,26,18,22,33,30,0
32,26,4,18,27,30,0
27,18,26,6,0,0,0
27,18,28,6,0,0,0
27,18,4,26,6,0,0
8,10,29,9,14,0,0
8,24,12,23,14,0,0
8,24,20,9,14,0,0
21,31,33,0,0,0,0
21,30,33,0,0,0,0
21,27,30,33,0,0,0
2,10,24,0,0,0,0
2,15,10,24,0,0,0
2,7,10,24,0,0,0
2,10,24,0,0,0,0
2,15,10,24,0,0,0
2,7,10,24,0,0,0
21,31,33,0,0,0,0
21,30,33,0,0,0,0
21,27,30,33,0,0,0
8,10,29,9,14,0,0
8,24,12,23,14,0,0
8,24,20,9,14,0,0
25,33,0,0,0,0,0
25,1,33,0,0,0,0
25,7,33,0,0,0,0
7,10,8,0,0,0,0
7,2,10,8,0,0,0
7,2,15,8,0,0,0
7,10,8,0,0,0,0
7,2,10,8,0,0,0
7,2,15,8,0,0,0
25,33,0,0,0,0,0
25,1,33,0,0,0,0
25,7,33,0,0,0,0
8,10,29,9,14,0,0
8,24,12,23,14,0,0
8,24,20,9,14,0,0
15,26,18,16,11,0,0
15,4,28,16,11,0,0
15,4,18,16,11,0,0
34,17,22,33,29,23,0
34,17,35,33,29,23,0
34,17,22,7,29,23,0
34,17,22,33,29,23,0
34,17,35,33,29,23,0
34,17,22,7,29,23,0
15,26,18,16,11,0,0
15,4,28,16,11,0,0
15,4,18,16,11,0,0
8,10,29,9,14,0,0
8,24,12,23,14,0,0
8,24,20,9,14,0,0
29,2,0,0,0,0,0
29,10,2,0,0,0,0
29,7,2,0,0,0,0
14,9,29,33,22,17,13
14,9,29,33,35,17,13
14,9,29,7,22,17,13
14,9,29,33,22,17,13
14,9,29,33,35,17,13
14,9,29,7,22,17,13
29,2,0,0,0,0,0
29,10,2,0,0,0,0
29,7,2,0,0,0,0
8,10,29,9,14,0,0
8,24,12,23,14,0,0
8,24,20,9,14,0,0
18,3,13,0,0,0,0
18,27,17,13,0,0,0
18,22,17,13,0,0,0
26,15,10,29,19,0,0
26,15,2,29,19,0,0
26,4,2,29,19,0,0
26,15,10,29,19,0,0
26,15,2,29,19,0,0
26,4,2,29,19,0,0
18,3,13,0,0,0,0
18,27,17,13,0,0,0
18,22,17,13,0,0,0
8,10,29,9,14,0,0
8,24,12,23,14,0,0
8,24,20,9,14,0,0
33,22,18,26,0,0,0
33,30,27,18,26,0,0
33,7,2,15,26,0,0
22,33,29,9,0,0,0
22,7,29,9,0,0,0
22,2,29,9,0,0,0
22,33,29,9,0,0,0
22,7,29,9,0,0,0
22,2,29,9,0,0,0
33,22,18,26,0,0,0
33,30,27,18,26,0,0
33,7,2,15,26,0,0
8,10,29,9,14,0,0
8,24,12,23,14,0,0
8,24,20,9,14,0,0
4,2,10,0,0,0,0
4,15,10,0,0,0,0
4,2,15,10,0,0,0
18,26,15,0,0,0,0
18,4,15,0,0,0,0
18,4,2,15,0,0,0
18,26,15,0,0,0,0
18,4,15,0,0,0,0
18,4,2,15,0,0,0
4,2,10,0,0,0,0
4,15,10,0,0,0,0
4,2,15,10,0,0,0
8,10,29,9,14,0,0
8,24,12,23,14,0,0
8,24,20,9,14,0,0
26,15,2,0,0,0,0
26,4,2,0,0,0,0
26,15,4,2,0,0,0
20,24,32,26,18,3,13
20,24,10,2,22,17,13
20,24,10,7,22,17,13
