15,26,18,27,30,0
15,2,7,33,30,0
15,4,18,27,30,0
18,26,15,0,0,0
18,4,15,0,0,0
18,4,2,15,0,0
24,20,9,0,0,0
24,12,9,0,0,0
24,10,29,9,0,0
3,16,0,0,0,0
3,18,16,0,0,0
3,18,28,16,0,0
14,9,29,33,22,17
14,9,29,33,35,17
14,9,29,7,22,17
14,9,29,33,22,17
14,9,29,33,35,17
14,9,29,7,22,17
3,16,0,0,0,0
3,18,16,0,0,0
3,18,28,16,0,0
24,20,9,0,0,0
24,12,9,0,0,0
24,10,29,9,0,0
29,10,8,0,0,0
29,10,24,8,0,0
29,10,15,8,0,0
27,30,33,29,9,14
27,30,33,29,23,14
27,35,33,29,9,14
27,30,33,29,9,14
27,30,33,29,23,14
27,35,33,29,9,14
29,10,8,0,0,0
29,10,24,8,0,0
29,10,15,8,0,0
24,20,9,0,0,0
24,12,9,0,0,0
24,10,29,9,0,0
3,34,0,0,0,0
3,13,34,0,0,0
3,13,17,34,0,0
34,3,16,28,6,0
34,3,18,26,6,0
34,3,18,28,6,0
34,3,16,28,6,0
34,3,18,26,6,0
34,3,18,28,6,0
3,34,0,0,0,0
3,13,34,0,0,0
3,13,17,34,0,0
24,20,9,0,0,0
24,12,9,0,0,0
24,10,29,9,0,0
19,29,10,0,0,0
19,5,29,10,0,0
19,5,7,10,0,0
15,2,7,33,0,0
15,10,29,33,0,0
15,2,22,33,0,0
15,2,7,33,0,0
15,10,29,33,0,0
15,2,22,33,0,0
19,29,10,0,0,0
19,5,29,10,0,0
19,5,7,10,0,0
24,20,9,0,0,0
24,12,9,0,0,0
24,10,29,9,0,0
30,33,7,2,0,0
30,33,22,2,0,0
30,35,22,2,0,0
18,22,33,29,9,14
18,22,7,29,9,14
18,4,2,29,9,14
18,22,33,29,9,14
18,22,7,29,9,14
18,4,2,29,9,14
30,33,7,2,0,0
30,33,22,2,0,0
30,35,22,2,0,0
24,20,9,0,0,0
24,12,9,0,0,0
24,10,29,9,0,0
18,22,33,29,23,0
18,22,7,29,23,0
18,4,2,29,23,0
25,7,2,15,0,0
25,7,10,15,0,0
25,7,2,4,15,0
25,7,2,15,0,0
25,7,10,15,0,0
25,7,2,4,15,0
18,22,33,29,23,0
18,22,7,29,23,0
18,4,2,29,23,0
24,20,9,0,0,0
24,12,9,0,0,0
24,10,29,9,0,0
33,30,0,0,0,0
33,31,30,0,0,0
33,35,30,0,0,0
16,28,0,0,0,0
16,18,28,0,0,0
16,3,18,28,0,0
16,28,0,0,0,0
16,18,28,0,0,0
16,3,18,28,0,0
33,30,0,0,0,0
33,31,30,0,0,0
33,35,30,0,0,0
24,20,9,0,0,0
24,12,9,0,0,0
24,10,29,9,0,0
12,23,14,0,0,0
12,9,14,0,0,0
12,23,9,14,0,0
10,15,26,18,27,0
10,2,4,18,27,0
10,15,4,18,27,0
10,15,26,18,27,0
10,2,4,18,27,0
10,15,4,18,27,0
12,23,14,0,0,0
12,9,14,0,0,0
12,23,9,14,0,0
24,20,9,0,0,0
24,12,9,0,0,0
24,10,29,9,0,0
6,26,18,22,0,0
6,28,18,22,0,0
6,26,15,2,22,0
24,32,26,6,0,0
24,10,15,26,6,0
24,8,15,26,6,0
24,32,26,6,0,0
24,10,15,26,6,0
24,8,15,26,6,0
6,26,18,22,0,0
6,28,18,22,0,0
6,26,15,2,22,0
24,20,9,0,0,0
24,12,9,0,0,0
24,10,29,9,0,0
11,16,18,26,15,0
11,16,28,4,15,0
11,16,18,4,15,0
29,10,15,26,6,0
29,2,15,26,6,0
29,2,4,26,6,0
