0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,20,0,32,0,0
0,0,0,35,0,0,27,0,0,26,0,0,0,0,37,0,0,0,0,0,0,28,0,0,0,0,0,0,20,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,25,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
0,35,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,21,0,0,0,0,0,0,0,40,0,30,0,0,0,0,0,0,0
0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,37,0,0,0,32,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,31,0,0,0,0,0,0,0
0,27,0,0,22,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,23,0,0,27,0,0,0,21,0,0,0,40,0,0
0,0,0,0,0,0,0,0,0,39,0,0,0,0,21,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,33,0,0,0
0,0,0,0,0,0,0,0,0,0,0,31,0,39,0,0,0,0,0,38,0,0,36,0,0,0,0,0,36,0,0,0,0,0,0
0,26,0,0,0,0,26,39,0,0,0,21,0,0,31,0,0,0,0,0,0,0,0,28,0,0,0,0,33,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,0,31,21,0,0,0,0,0,0,0,0,0,0,0,0,23,38,0,0,0,0,28,0,0,0,0,0,0
0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
0,37,0,36,0,0,0,21,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
0,0,25,0,0,0,0,0,0,0,33,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,27,0,0,0,0,34,0,0,0,0,0,0,35,24
0,0,28,21,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,26,0,0,0,39,26,30,0,0,0,0,0,0,0
0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,21,0,0,0,0,0,0
0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,25,23,0,0,0,0
0,28,0,0,0,0,23,0,0,0,0,0,0,0,0,0,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,37
0,0,0,0,0,0,0,0,36,0,0,23,0,30,0,0,0,0,33,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
0,0,0,0,0,0,0,22,0,28,0,38,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
27,0,0,0,37,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
0,0,0,40,0,34,0,0,0,0,0,0,0,0,29,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,26,0,0,37,0,0,0,0,0,0,0,0,39,0,0,0,0,22
0,0,0,30,0,31,0,0,0,0,0,0,0,0,0,21,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,0,0,32,0,21,0,36,33,0,28,0,0,0,0,0,0,21,0,0,0,23,0,0,0,0,0,0,0,0,0,39,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,39,0,0,0,35,0,28,0,23
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,35,0,0,25,0,0
0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,28,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,32,0,0,0,39,28,25,0,0,0,36
0,0,23,0,0,0,0,0,0,0,30,0,34,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,37,0,0,0,0,22,0,0,23,0,0,36,0,0
