20,24,10,2,22,17
20,24,10,7,22,17
20,9,29,33,22,17
16,28,6,0,0,0
16,18,26,6,0,0
16,18,28,6,0,0
24,10,2,0,0,0
24,10,15,2,0,0
24,10,7,2,0,0
15,2,7,5,0,0
15,10,29,5,0,0
15,2,29,5,0,0
17,22,2,10,24,0
17,22,7,10,24,0
17,27,18,26,32,24
17,22,2,10,24,0
17,22,7,10,24,0
17,27,18,26,32,24
15,2,7,5,0,0
15,10,29,5,0,0
15,2,29,5,0,0
24,10,2,0,0,0
24,10,15,2,0,0
24,10,7,2,0,0
24,32,26,18,27,21
24,10,29,33,31,21
24,10,29,33,30,21
33,29,9,14,0,0
33,29,23,14,0,0
33,29,9,23,14,0
33,29,9,14,0,0
33,29,23,14,0,0
33,29,9,23,14,0
24,32,26,18,27,21
24,10,29,33,31,21
24,10,29,33,30,21
24,10,2,0,0,0
24,10,15,2,0,0
24,10,7,2,0,0
31,33,29,10,8,0
31,33,7,10,8,0
31,30,33,29,10,8
27,30,31,0,0,0
27,21,31,0,0,0
27,30,33,31,0,0
27,30,31,0,0,0
27,21,31,0,0,0
27,30,33,31,0,0
31,33,29,10,8,0
31,33,7,10,8,0
31,30,33,29,10,8
24,10,2,0,0,0
24,10,15,2,0,0
24,10,7,2,0,0
29,10,15,26,0,0
29,2,15,26,0,0
29,2,4,26,0,0
12,29,33,30,27,0
12,29,33,35,27,0
12,10,15,26,18,27
12,29,33,30,27,0
12,29,33,35,27,0
12,10,15,26,18,27
29,10,15,26,0,0
29,2,15,26,0,0
29,2,4,26,0,0
24,10,2,0,0,0
24,10,15,2,0,0
24,10,7,2,0,0
1,31,21,0,0,0
1,33,31,21,0,0
1,33,30,21,0,0
8,15,4,0,0,0
8,10,2,4,0,0
8,15,2,4,0,0
8,15,4,0,0,0
8,10,2,4,0,0
8,15,2,4,0,0
1,31,21,0,0,0
1,33,31,21,0,0
1,33,30,21,0,0
24,10,2,0,0,0
24,10,15,2,0,0
24,10,7,2,0,0
22,2,10,8,0,0
22,2,15,8,0,0
22,7,10,8,0,0
1,31,0,0,0,0
1,33,31,0,0,0
1,33,30,31,0,0
1,31,0,0,0,0
1,33,31,0,0,0
1,33,30,31,0,0
22,2,10,8,0,0
22,2,15,8,0,0
22,7,10,8,0,0
24,10,2,0,0,0
24,10,15,2,0,0
24,10,7,2,0,0
13,3,18,0,0,0
13,17,27,18,0,0
13,17,22,18,0,0
1,33,22,18,16,0
1,33,22,18,3,16
1,33,30,27,18,16
1,33,22,18,16,0
1,33,22,18,3,16
1,33,30,27,18,16
13,3,18,0,0,0
13,17,27,18,0,0
13,17,22,18,0,0
24,10,2,0,0,0
24,10,15,2,0,0
24,10,7,2,0,0
8,32,0,0,0,0
8,24,32,0,0,0
8,15,26,32,0,0
19,29,9,0,0,0
19,23,9,0,0,0
19,23,14,9,0,0
19,29,9,0,0,0
19,23,9,0,0,0
19,23,14,9,0,0
8,32,0,0,0,0
8,24,32,0,0,0
8,15,26,32,0,0
24,10,2,0,0,0
24,10,15,2,0,0
24,10,7,2,0,0
7,5,19,0,0,0
7,29,19,0,0,0
7,33,29,19,0,0
16,28,4,2,10,12
16,18,26,15,10,12
16,18,26,32,24,12
16,28,4,2,10,12
16,18,26,15,10,12
16,18,26,32,24,12
7,5,19,0,0,0
7,29,19,0,0,0
7,33,29,19,0,0
24,10,2,0,0,0
24,10,15,2,0,0
24,10,7,2,0,0
23,29,33,22,17,0
23,29,33,35,17,0
23,29,7,22,17,0
11,34,17,27,30,31
11,16,18,27,30,31
11,34,17,35,30,31
