20,17,3,87
16,6,4,84
24,2,4,80
15,5,3,81
17,24,3,75
17,24,4,76
15,5,3,77
24,2,4,84
24,21,4,82
33,14,5,76
33,14,3,85
24,21,5,77
24,2,3,82
31,8,4,74
27,31,4,85
27,31,3,78
31,8,5,81
24,2,4,77
29,26,3,73
12,27,3,75
12,27,5,73
29,26,3,83
24,2,4,75
1,21,4,82
8,4,4,76
8,4,4,74
1,21,4,76
24,2,3,72
22,8,4,79
1,31,5,81
1,31,5,81
22,8,3,79
24,2,3,78
13,18,4,79
1,16,3,74
1,16,5,79
13,18,5,82
24,2,4,80
8,32,4,78
19,9,3,75
19,9,4,77
8,32,3,75
24,2,3,72
7,19,3,78
16,12,4,80
16,12,4,76
7,19,5,82
24,2,3,83
23,17,6,80
11,31,3,83
