2,28,4,81
21,9,3,87
24,25,3,82
10,21,5,87
4,28,3,80
4,28,4,77
10,21,3,79
24,25,3,80
26,12,4,80
8,24,3,78
8,24,5,83
26,12,5,81
24,25,3,84
14,26,6,78
3,20,3,75
3,20,3,76
14,26,5,81
24,25,4,83
30,13,4,77
32,30,3,75
32,30,5,85
30,13,3,81
24,25,5,80
10,12,3,82
32,2,3,79
32,2,5,84
10,12,6,81
24,25,4,75
26,34,5,73
34,10,3,79
34,10,3,81
26,34,3,78
24,25,5,81
5,13,4,76
26,22,3,81
26,22,3,85
5,13,3,76
24,25,3,80
21,13,3,82
17,3,4,77
17,3,6,86
21,13,5,84
24,25,4,83
17,30,4,81
25,7,3,72
25,7,5,82
17,30,4,76
24,25,5,79
9,32,5,79
8,15,3,78
