3,24,1,14
11,6,0,13
22,19,0,14
22,13,1,15
19,14,2,16
19,14,0,11
5,32,2,16
34,30,2,15
16,26,1,12
17,23,2,13
17,23,0,10
5,22,0,12
13,16,2,15
16,10,0,11
3,9,1,14
3,9,2,16
21,14,2,15
4,12,0,11
12,16,1,13
15,29,2,14
15,29,0,11
23,3,0,12
14,23,2,14
28,13,2,14
4,5,0,10
4,5,0,12
29,30,2,15
7,9,0,12
29,14,0,14
27,25,0,14
27,25,2,13
1,23,0,10
18,23,0,11
12,24,2,13
28,11,2,13
28,11,0,12
30,6,2,12
12,22,1,14
4,10,2,16
13,28,1,11
13,28,2,16
18,32,1,11
18,23,0,13
19,13,2,14
9,23,2,16
9,23,2,15
26,5,2,13
4,19,2,14
10,30,1,15
33,12,1,13
22,31,0,14
1,15,2,12
4,24,0,13
10,27,0,13
14,17,0,13
16,21,2,13
1,1,0,10
30,24,2,15
14,8,2,12
1,17,0,14
17,2,1,11
28,5,0,13
19,10,1,14
17,7,0,11
28,30,1,12
8,29,1,13
28,4,1,15
20,28,2,12
18,19,1,11
34,27,1,14
30,32,1,15
17,25,1,11
5,20,2,16
33,2,0,14
24,26,2,15
9,2,0,13
33,11,0,11
12,24,0,12
29,30,2,14
10,26,1,11
17,11,1,12
17,23,0,13
31,17,1,15
34,7,0,11
14,21,1,11
17,4,2,12
8,4,0,12
7,25,2,16
23,12,2,14
7,15,1,14
6,27,1,12
33,28,0,14
18,33,1,13
34,9,1,15
23,4,2,13
33,14,0,11
10,25,0,14
27,32,1,13
26,21,2,16
18,11,0,11
