18,10,2,13
18,27,0,13
24,27,2,16
12,19,2,14
13,5,2,16
13,5,0,12
5,31,1,12
5,17,0,11
6,26,2,13
31,12,1,13
31,12,2,13
3,25,0,13
27,13,2,12
23,16,0,13
22,15,0,10
22,15,2,13
4,24,2,16
20,14,1,11
13,12,1,12
26,31,1,15
26,31,2,16
10,15,2,15
24,10,0,14
21,18,2,15
32,25,0,12
32,25,0,14
1,6,1,12
17,23,0,14
1,18,0,14
11,16,1,13
11,16,0,10
15,30,2,15
18,8,1,13
13,15,0,11
18,30,2,13
18,30,1,11
13,24,2,12
11,34,1,14
29,25,1,12
2,23,2,15
2,23,0,11
9,11,0,10
8,3,0,14
23,10,1,15
32,5,1,11
32,5,1,11
34,4,2,12
23,10,2,15
27,12,2,15
12,5,0,12
23,12,1,15
11,16,1,15
29,5,1,11
1,7,1,13
11,12,2,14
7,7,1,15
5,25,1,13
21,28,0,10
1,10,2,16
1,19,2,13
33,23,0,14
25,29,0,14
1,28,2,16
13,11,2,14
9,33,1,15
9,16,0,12
16,16,1,15
26,2,0,13
6,24,2,16
33,1,2,14
32,15,1,11
9,6,0,12
9,3,2,15
14,31,2,16
24,14,1,15
16,26,0,13
5,7,2,14
29,6,2,15
7,11,0,14
9,31,2,16
6,24,1,15
7,3,0,12
12,33,1,12
2,29,2,15
13,2,0,10
31,33,0,10
15,32,2,15
14,1,0,13
23,25,1,15
1,1,1,14
23,24,0,11
16,1,0,11
18,14,2,14
10,26,2,15
12,8,2,12
3,27,2,13
18,5,0,13
27,5,1,13
9,22,0,11
7,27,1,14
