30,16,2,12
9,25,1,13
7,13,2,13
30,9,0,14
28,6,1,11
28,6,0,13
6,23,2,16
29,26,1,15
10,31,0,11
6,21,0,14
6,21,2,12
20,14,0,14
34,28,2,14
9,30,0,12
25,20,0,12
25,20,1,12
3,21,1,13
22,31,0,13
17,14,2,13
17,34,1,13
17,34,1,14
2,34,0,12
13,26,2,14
28,15,2,12
11,21,0,11
11,21,2,16
4,25,0,10
25,1,0,12
23,17,2,12
33,27,1,15
33,27,1,13
17,18,2,14
15,24,1,11
17,24,0,14
20,11,0,11
20,11,2,14
11,5,0,10
11,26,2,16
31,10,1,11
9,7,0,10
9,7,2,16
32,24,0,11
9,29,1,14
3,8,0,11
16,14,2,12
16,14,2,15
14,32,2,13
17,16,0,12
30,21,0,13
12,17,2,13
34,20,0,14
1,3,1,13
27,19,0,14
18,34,1,13
34,23,0,11
2,3,0,13
22,5,0,10
12,5,0,12
25,12,2,16
4,17,2,16
2,17,1,15
32,17,1,13
26,14,2,13
33,22,0,12
19,20,2,12
31,24,2,15
3,1,2,13
18,16,1,13
30,8,0,11
24,7,2,13
11,30,1,11
21,32,2,16
33,16,0,11
10,21,0,13
11,15,2,14
3,8,2,15
12,23,0,11
26,31,0,11
23,16,2,15
12,19,2,16
18,32,0,12
16,11,1,13
20,11,0,11
9,1,0,13
6,11,0,10
18,15,2,12
3,24,0,11
1,26,2,16
20,12,1,11
3,8,1,15
3,26,1,14
22,15,1,15
11,6,0,11
11,25,2,12
5,31,2,12
32,1,2,14
27,7,0,11
10,4,2,12
20,16,2,14
23,24,0,12
