3,1,2,13
12,11,2,12
14,16,1,14
21,15,0,12
19,33,2,15
19,33,0,13
6,12,1,14
1,27,0,11
30,26,1,15
13,33,0,14
13,33,0,14
34,17,0,14
14,7,0,10
4,17,2,13
7,15,0,13
7,15,0,14
25,24,2,12
23,24,0,11
26,32,1,15
34,13,1,14
34,13,0,12
25,6,2,15
13,18,1,14
33,25,1,11
24,14,0,13
24,14,2,14
16,15,1,12
18,1,2,15
26,18,0,11
19,2,2,14
19,2,0,11
9,19,2,14
9,16,1,12
4,21,0,12
6,32,2,16
6,32,2,13
2,30,1,14
10,32,2,16
1,22,1,13
2,30,0,10
2,30,2,15
29,25,0,11
26,14,0,10
28,33,1,14
2,15,2,15
2,15,1,13
9,22,0,11
10,7,1,15
10,11,1,13
21,2,1,13
23,13,2,14
5,3,0,13
2,15,0,10
7,1,2,16
23,17,2,15
7,14,2,13
4,6,2,16
14,20,1,12
26,33,2,16
32,13,0,10
17,15,0,12
2,12,0,13
10,3,1,14
33,17,2,14
14,7,2,13
27,8,1,12
8,3,0,10
10,28,1,11
34,19,0,13
25,34,0,10
14,34,0,14
2,3,1,14
21,30,1,14
26,26,2,14
19,10,0,14
4,8,1,13
1,27,1,12
34,3,0,13
29,34,2,12
5,16,2,14
31,7,2,12
16,23,1,14
31,4,0,14
27,25,1,11
15,16,0,14
29,16,1,14
27,29,2,14
9,10,2,16
34,10,0,12
15,21,2,16
14,26,1,12
24,31,0,13
9,33,1,13
13,28,0,14
23,5,2,13
2,30,1,12
14,7,2,15
8,28,0,10
28,28,0,11
1,8,0,14
