12,26,2,14
1,8,1,11
1,29,1,12
25,2,2,15
10,7,1,11
10,7,2,16
23,21,0,12
13,21,0,13
12,10,2,14
16,29,2,16
16,29,0,10
4,6,2,13
29,16,2,16
9,7,2,14
16,28,0,10
16,28,0,10
32,23,1,13
12,8,2,12
26,19,0,13
12,6,1,11
12,6,1,14
28,26,2,13
9,1,0,14
2,13,2,16
27,19,0,14
27,19,0,11
33,8,0,13
2,5,2,16
28,30,1,14
13,23,0,13
13,23,0,12
22,32,1,13
17,26,1,11
1,21,0,10
30,25,1,12
30,25,2,12
8,1,1,15
5,33,0,11
18,28,2,14
7,26,1,13
7,26,1,15
3,28,2,13
6,4,1,11
12,4,0,12
34,22,1,15
34,22,2,15
22,10,0,12
23,7,0,10
8,34,0,11
14,3,0,13
13,28,1,12
17,1,2,14
13,12,0,14
18,29,0,11
19,31,2,15
22,8,2,15
22,33,0,12
23,10,2,14
30,21,2,13
15,26,1,13
19,31,1,14
6,28,1,11
30,10,0,11
7,30,1,12
34,3,0,12
32,5,0,12
22,5,1,11
9,27,1,14
22,34,0,11
24,18,1,11
26,5,2,16
12,14,0,10
7,29,2,12
4,13,1,12
5,18,1,12
26,12,0,14
10,15,1,11
25,18,1,13
21,13,1,14
23,21,2,16
26,25,2,14
7,17,0,14
2,34,0,13
7,34,1,15
24,12,2,12
6,4,2,13
25,16,0,14
31,14,2,14
33,23,0,14
20,8,1,13
25,2,0,11
26,11,2,14
6,24,1,15
28,28,0,11
18,29,0,14
28,27,1,15
25,34,1,11
17,20,0,14
11,12,0,10
14,16,1,11
