24,18,0,13
16,11,0,12
9,15,0,12
30,1,1,15
29,25,1,11
29,25,1,13
7,17,2,12
30,12,2,16
4,2,2,13
16,14,1,13
16,14,2,14
9,28,1,12
19,15,2,15
28,24,2,16
3,21,0,14
3,21,2,13
30,21,0,10
27,19,2,13
30,31,2,16
1,16,1,11
1,16,1,13
6,7,1,14
20,10,1,15
2,14,2,15
25,7,0,12
25,7,2,12
20,12,1,12
10,4,0,13
19,3,0,10
29,19,0,14
29,19,2,14
24,22,1,12
5,9,0,14
7,30,1,13
23,6,1,11
23,6,1,12
19,10,1,13
31,1,2,13
4,7,2,12
10,17,0,10
10,17,1,11
19,11,0,12
4,22,1,13
23,21,0,12
1,18,0,14
1,18,0,12
25,19,1,11
8,10,1,14
8,21,2,13
8,13,0,13
30,32,1,14
19,5,1,13
16,13,2,15
14,4,1,13
12,5,2,14
8,9,0,14
7,3,0,13
26,13,0,10
34,2,2,12
2,10,0,11
32,28,0,10
10,4,1,14
3,1,0,12
11,20,2,14
18,12,1,14
30,11,0,11
9,16,0,10
13,22,1,13
11,4,2,14
18,19,0,12
3,14,2,13
5,26,1,12
26,7,2,13
20,24,2,12
4,26,0,14
22,25,2,12
14,15,2,16
33,16,1,14
33,17,2,15
30,24,0,10
7,14,1,14
30,17,0,14
13,26,1,14
23,11,2,15
19,33,0,11
18,2,1,14
21,12,1,14
34,15,2,15
15,17,1,13
4,19,0,11
21,27,0,12
12,15,2,15
2,27,1,14
5,34,2,15
1,27,0,12
27,19,0,10
6,12,2,16
10,11,1,11
13,20,2,12
30,31,1,14
