3,23,1,12
28,6,1,14
7,19,2,13
30,22,1,14
4,1,0,14
4,1,1,15
16,34,0,10
20,30,1,12
22,33,2,13
29,19,0,13
29,19,1,12
6,33,2,13
5,23,0,10
6,12,1,13
18,32,0,13
18,32,1,14
16,6,1,13
4,3,0,10
29,19,1,14
33,19,2,12
33,19,0,11
30,16,1,13
26,19,1,15
13,12,0,12
29,9,1,15
29,9,2,15
3,8,1,14
32,25,2,12
26,27,0,11
10,29,2,13
10,29,2,16
13,17,1,14
33,7,1,11
8,1,0,10
33,24,1,12
33,24,1,14
30,15,0,12
5,6,0,10
8,22,2,13
10,2,0,10
10,2,2,16
16,4,0,11
9,29,0,10
9,14,0,10
27,28,2,15
27,28,1,13
2,9,1,15
32,17,2,15
15,2,2,15
15,33,1,15
20,5,1,14
15,12,1,14
25,16,1,12
26,30,2,12
6,21,2,12
25,18,1,15
25,34,1,15
34,18,0,11
33,19,1,11
20,24,2,14
15,20,0,11
30,25,0,12
31,1,1,11
13,2,2,16
15,34,2,16
21,15,0,13
34,11,0,13
32,12,1,12
9,24,1,15
3,8,0,11
7,13,2,14
13,13,1,12
10,7,1,13
2,25,0,11
26,14,2,14
32,16,1,12
12,32,0,12
25,30,1,13
11,21,1,13
22,22,0,12
13,22,2,15
21,25,2,15
29,31,1,11
12,3,2,15
19,8,1,13
33,10,1,15
5,7,0,10
14,16,1,12
5,17,1,11
8,4,2,16
24,1,0,11
32,15,0,11
14,33,0,11
20,25,2,13
15,21,0,11
25,28,0,11
10,31,2,13
3,2,1,11
5,23,2,14
23,7,2,13
