30,23,3,71
10,22,4,77
8,15,3,83
7,21,5,82
29,1,3,81
29,1,4,82
7,21,4,80
8,15,3,77
14,33,4,84
7,11,4,79
7,11,3,77
14,33,3,85
8,15,4,75
15,31,5,82
12,20,4,81
12,20,3,78
15,31,3,78
8,15,4,80
28,32,3,73
16,4,4,83
16,4,3,85
28,32,3,81
8,15,5,74
2,31,4,82
32,6,4,82
32,6,3,80
2,31,4,84
8,15,3,77
24,29,5,78
2,3,4,72
2,3,4,76
24,29,5,78
8,15,5,74
29,30,5,83
6,26,4,79
6,26,4,77
29,30,3,76
8,15,4,82
6,33,5,80
3,21,4,79
3,21,6,84
6,33,4,78
8,15,3,78
27,23,4,79
34,17,4,80
34,17,3,76
27,23,4,80
8,15,3,79
2,4,5,85
2,10,3,85
