30,33,29,23,0,0
30,31,33,29,23,0
30,33,29,9,23,0
10,2,22,0,0,0
10,7,22,0,0,0
10,2,7,22,0,0
8,15,0,0,0,0
8,10,15,0,0,0
8,10,2,15,0,0
7,33,31,21,0,0
7,33,30,21,0,0
7,22,18,27,21,0
29,33,1,0,0,0
29,33,31,1,0,0
29,7,33,1,0,0
29,33,1,0,0,0
29,33,31,1,0,0
29,7,33,1,0,0
7,33,31,21,0,0
7,33,30,21,0,0
7,22,18,27,21,0
8,15,0,0,0,0
8,10,15,0,0,0
8,10,2,15,0,0
14,9,29,33,0,0
14,23,29,33,0,0
14,23,9,29,33,0
7,22,18,16,11,0
7,22,17,34,11,0
7,22,18,3,16,11
7,22,18,16,11,0
7,22,17,34,11,0
7,22,18,3,16,11
14,9,29,33,0,0
14,23,29,33,0,0
14,23,9,29,33,0
8,15,0,0,0,0
8,10,15,0,0,0
8,10,2,15,0,0
15,2,7,33,31,0
15,10,29,33,31,0
15,2,22,33,31,0
12,24,20,0,0,0
12,9,20,0,0,0
12,10,24,20,0,0
12,24,20,0,0,0
12,9,20,0,0,0
12,10,24,20,0,0
15,2,7,33,31,0
15,10,29,33,31,0
15,2,22,33,31,0
8,15,0,0,0,0
8,10,15,0,0,0
8,10,2,15,0,0
28,18,26,32,0,0
28,4,26,32,0,0
28,6,26,32,0,0
16,28,4,0,0,0
16,18,4,0,0,0
16,3,18,4,0,0
16,28,4,0,0,0
16,18,4,0,0,0
16,3,18,4,0,0
28,18,26,32,0,0
28,4,26,32,0,0
28,6,26,32,0,0
8,15,0,0,0,0
8,10,15,0,0,0
8,10,2,15,0,0
2,7,33,31,0,0
2,22,33,31,0,0
2,29,33,31,0,0
32,26,6,0,0,0
32,26,18,28,6,0
32,26,4,28,6,0
32,26,6,0,0,0
32,26,18,28,6,0
32,26,4,28,6,0
2,7,33,31,0,0
2,22,33,31,0,0
2,29,33,31,0,0
8,15,0,0,0,0
8,10,15,0,0,0
8,10,2,15,0,0
24,10,29,0,0,0
24,12,29,0,0,0
24,8,10,29,0,0
2,4,18,3,0,0
2,22,18,3,0,0
2,15,26,18,3,0
2,4,18,3,0,0
2,22,18,3,0,0
2,15,26,18,3,0
24,10,29,0,0,0
24,12,29,0,0,0
24,8,10,29,0,0
8,15,0,0,0,0
8,10,15,0,0,0
8,10,2,15,0,0
29,33,30,0,0,0
29,33,31,30,0,0
29,33,35,30,0,0
6,26,0,0,0,0
6,28,18,26,0,0
6,28,4,26,0,0
6,26,0,0,0,0
6,28,18,26,0,0
6,28,4,26,0,0
29,33,30,0,0,0
29,33,31,30,0,0
29,33,35,30,0,0
8,15,0,0,0,0
8,10,15,0,0,0
8,10,2,15,0,0
6,26,18,22,33,0
6,28,18,22,33,0
6,26,18,27,30,33
3,18,27,21,0,0
3,34,17,27,21,0
3,16,18,27,21,0
3,18,27,21,0,0
3,34,17,27,21,0
3,16,18,27,21,0
6,26,18,22,33,0
6,28,18,22,33,0
6,26,18,27,30,33
8,15,0,0,0,0
8,10,15,0,0,0
8,10,2,15,0,0
27,30,33,29,23,0
27,35,33,29,23,0
27,30,31,33,29,23
34,17,0,0,0,0
34,13,17,0,0,0
34,3,13,17,0,0
34,17,0,0,0,0
34,13,17,0,0,0
34,3,13,17,0,0
27,30,33,29,23,0
27,35,33,29,23,0
27,30,31,33,29,23
8,15,0,0,0,0
8,10,15,0,0,0
8,10,2,15,0,0
2,4,0,0,0,0
2,15,4,0,0,0
2,15,26,4,0,0
2,10,0,0,0,0
2,15,10,0,0,0
2,7,10,0,0,0
